   1 	 0.004
1001 	 0.002
2001 	 0.002
3001 	 0.002
4001 	 0.002
5001 	 0.002
6001 	 0.002
7001 	 0.003
8001 	 0.002
9001 	 0.003
10001 	 0.002
11001 	 0.003
12001 	 0.003
13001 	 0.002
14001 	 0.003
15001 	 0.003
16001 	 0.003
17001 	 0.002
18001 	 0.002
19001 	 0.003
20001 	 0.002
21001 	 0.004
22001 	 0.003
23001 	 0.003
24001 	 0.002
25001 	 0.003
26001 	 0.002
27001 	 0.003
28001 	 0.002
29001 	 0.002
30001 	 0.002
31001 	 0.002
32001 	 0.002
33001 	 0.002
34001 	 0.002
35001 	 0.002
36001 	 0.002
37001 	 0.004
38001 	 0.003
39001 	 0.003
40001 	 0.002
41001 	 0.003
42001 	 0.002
43001 	 0.002
44001 	 0.002
45001 	 0.002
46001 	 0.002
47001 	 0.002
48001 	 0.002
49001 	 0.002
50001 	 0.002
51001 	 0.002
52001 	 0.003
53001 	 0.002
54001 	 0.003
55001 	 0.002
56001 	 0.003
57001 	 0.003
58001 	 0.003
59001 	 0.002
60001 	 0.002
61001 	 0.003
62001 	 0.002
63001 	 0.002
64001 	 0.002
65001 	 0.002
66001 	 0.002
67001 	 0.002
68001 	 0.002
69001 	 0.002
70001 	 0.002
71001 	 0.002
72001 	 0.002
73001 	 0.002
74001 	 0.001
75001 	 0.002
76001 	 0.002
77001 	 0.002
78001 	 0.002
79001 	 0.002
80001 	 0.001
81001 	 0.003
82001 	 0.002
83001 	 0.002
84001 	 0.002
85001 	 0.002
86001 	 0.001
87001 	 0.001
88001 	 0.002
89001 	 0.002
90001 	 0.002
91001 	 0.002
92001 	 0.002
93001 	 0.002
94001 	 0.002
95001 	 0.002
96001 	 0.001
97001 	 0.002
98001 	 0.002
99001 	 0.002
