   1 	 0.907
   2 	 1.001
   3 	 1.100
   4 	 1.202
   5 	 1.311
   6 	 1.509
   7 	 1.501
   8 	 1.744
   9 	 1.754
  10 	 1.892
  11 	 2.001
  12 	 2.138
  13 	 2.215
  14 	 2.340
  15 	 2.547
  16 	 2.667
  17 	 2.860
  18 	 3.003
  19 	 3.148
  20 	 3.349
  21 	 3.548
  22 	 3.673
  23 	 3.870
  24 	 4.176
  25 	 4.482
  26 	 4.314
  27 	 4.649
  28 	 4.792
  29 	 4.992
  30 	 5.222
  31 	 5.389
  32 	 5.568
  33 	 5.898
  34 	 6.048
  35 	 6.284
  36 	 6.712
  37 	 7.171
  38 	 7.135
  39 	 7.491
  40 	 7.658
  41 	 8.080
  42 	 8.355
  43 	 8.325
  44 	 8.773
  45 	 9.008
  46 	 9.212
  47 	 9.449
  48 	 9.739
  49 	 10.109
  50 	 10.568
  51 	 10.812
  52 	 11.217
  53 	 11.404
  54 	 11.579
  55 	 11.939
  56 	 12.324
  57 	 12.697
  58 	 12.960
  59 	 13.620
  60 	 13.938
  61 	 14.417
  62 	 14.613
  63 	 15.153
  64 	 15.601
  65 	 15.775
  66 	 15.925
  67 	 17.032
  68 	 16.433
  69 	 16.704
  70 	 17.217
  71 	 17.870
  72 	 19.172
  73 	 19.069
  74 	 19.802
  75 	 19.546
  76 	 20.220
  77 	 20.885
  78 	 20.814
  79 	 21.635
  80 	 22.201
  81 	 22.356
  82 	 23.076
  83 	 23.187
  84 	 23.509
  85 	 23.972
  86 	 26.051
  87 	 25.769
  88 	 25.270
  89 	 26.247
  90 	 26.422
  91 	 26.522
  92 	 27.669
  93 	 28.289
  94 	 28.453
  95 	 28.932
  96 	 29.939
  97 	 30.037
  98 	 31.099
  99 	 30.759
