   1 	 0.969
   2 	 1.154
   3 	 1.268
   4 	 1.312
   5 	 1.419
   6 	 1.529
   7 	 1.620
   8 	 1.784
   9 	 1.972
  10 	 2.296
  11 	 2.282
  12 	 2.416
  13 	 2.413
  14 	 2.591
  15 	 2.821
  16 	 2.955
  17 	 3.092
  18 	 3.296
  19 	 3.747
  20 	 3.753
  21 	 3.846
  22 	 4.006
  23 	 4.155
  24 	 4.459
  25 	 4.561
  26 	 4.793
  27 	 4.981
  28 	 5.219
  29 	 5.466
  30 	 6.084
  31 	 5.985
  32 	 8.212
  33 	 7.102
  34 	 6.944
  35 	 6.896
  36 	 7.156
  37 	 7.288
  38 	 7.538
  39 	 8.068
  40 	 8.141
  41 	 8.402
  42 	 8.677
  43 	 8.820
  44 	 9.194
  45 	 9.368
  46 	 9.696
  47 	 10.288
  48 	 10.387
  49 	 10.682
  50 	 11.150
  51 	 11.317
  52 	 11.710
  53 	 11.979
  54 	 12.594
  55 	 13.488
  56 	 13.083
  57 	 13.329
  58 	 13.595
  59 	 14.179
  60 	 14.365
  61 	 14.528
  62 	 14.749
  63 	 15.320
  64 	 15.613
  65 	 15.779
  66 	 16.257
  67 	 17.033
  68 	 16.960
  69 	 17.542
  70 	 17.880
  71 	 18.369
  72 	 18.523
  73 	 19.145
  74 	 20.306
  75 	 20.802
  76 	 20.573
  77 	 20.935
  78 	 21.420
  79 	 21.933
  80 	 22.542
  81 	 22.886
  82 	 23.108
  83 	 24.070
  84 	 23.929
  85 	 24.407
  86 	 24.990
  87 	 25.812
  88 	 25.933
  89 	 26.272
  90 	 26.741
  91 	 27.463
  92 	 27.969
  93 	 28.415
  94 	 28.753
  95 	 29.661
  96 	 30.153
  97 	 30.585
  98 	 31.086
  99 	 31.965
