   1 	 0.627
   2 	 0.637
   3 	 0.699
   4 	 0.791
   5 	 0.755
   6 	 0.772
   7 	 0.754
   8 	 0.796
   9 	 0.892
  10 	 0.903
  11 	 0.959
  12 	 1.021
  13 	 1.039
  14 	 1.100
  15 	 1.172
  16 	 1.232
  17 	 1.343
  18 	 1.440
  19 	 1.509
  20 	 1.609
  21 	 1.686
  22 	 1.757
  23 	 1.798
  24 	 1.903
  25 	 1.967
  26 	 2.022
  27 	 2.148
  28 	 2.251
  29 	 2.303
  30 	 2.415
  31 	 2.493
  32 	 2.593
  33 	 2.707
  34 	 2.794
  35 	 2.936
  36 	 3.054
  37 	 3.170
  38 	 3.278
  39 	 3.385
  40 	 3.510
  41 	 3.610
  42 	 3.718
  43 	 3.814
  44 	 3.963
  45 	 4.040
  46 	 4.224
  47 	 4.361
  48 	 4.481
  49 	 4.612
  50 	 4.775
  51 	 4.901
  52 	 5.012
  53 	 5.131
  54 	 5.273
  55 	 5.422
  56 	 5.596
  57 	 5.719
  58 	 5.846
  59 	 6.030
  60 	 6.189
  61 	 6.310
  62 	 6.450
  63 	 6.592
  64 	 6.792
  65 	 6.908
  66 	 7.056
  67 	 7.299
  68 	 7.406
  69 	 7.550
  70 	 7.715
  71 	 7.945
  72 	 8.114
  73 	 8.270
  74 	 8.535
  75 	 8.703
  76 	 8.881
  77 	 9.138
  78 	 9.299
  79 	 9.486
  80 	 9.759
  81 	 9.868
  82 	 10.038
  83 	 10.315
  84 	 10.449
  85 	 10.629
  86 	 10.863
  87 	 11.062
  88 	 11.190
  89 	 11.394
  90 	 11.723
  91 	 12.407
  92 	 12.544
  93 	 12.362
  94 	 12.508
  95 	 12.869
  96 	 13.039
  97 	 13.214
  98 	 13.374
  99 	 13.634
